,word1,word2,bigram,freq.w1,freq.w2,freq.bi,human.eval
10614,문법NNG을JKO,알VV,문법NNG을JKO 알VV,6,285,2,FALSE
10628,연어NNG을JKO,정의NNG하XSV,연어NNG을JKO 정의NNG하XSV,9,9,2,FALSE
10642,연어NNG을JKO,구성NNG하XSV,연어NNG을JKO 구성NNG하XSV,9,7,3,FALSE
10643,관계NNG을JKO,형성NNG하XSV,관계NNG을JKO 형성NNG하XSV,65,21,2,FALSE
10673,흥분NNG을JKO,하VV,흥분NNG을JKO 하VV,3,7312,2,TRUE
10675,입NNG을JKO,맞추VV,입NNG을JKO 맞추VV,22,49,3,TRUE
10684,발표문NNG을JKO,만들VV,발표문NNG을JKO 만들VV,4,344,2,FALSE
10708,공용NNG화XSN을JKO,하VV,공용NNG화XSN을JKO 하VV,3,7312,2,TRUE
10712,사례NNG을JKO,들VV,사례NNG을JKO 들VV,7,475,2,TRUE
10724,찬성NNG을JKO,하VV,찬성NNG을JKO 하VV,2,7312,2,TRUE
10744,신념NNG을JKO,속이VV,신념NNG을JKO 속이VV,6,12,3,FALSE
10746,신념NNG을JKO,바꾸VV,신념NNG을JKO 바꾸VV,6,53,3,FALSE
10764,자리NNG을JKO,비키VV,자리NNG을JKO 비키VV,37,3,3,FALSE
10809,상처NNG을JKO,입VV,상처NNG을JKO 입VV,8,72,2,TRUE
10828,책임NNG을JKO,묻VV,책임NNG을JKO 묻VV,11,31,3,TRUE
10829,애NNG을JKO,때리VV,애NNG을JKO 때리VV,41,26,2,FALSE
10831,장사NNG을JKO,하VV,장사NNG을JKO 하VV,3,7312,3,TRUE
10855,공연NNG을JKO,하VV,공연NNG을JKO 하VV,3,7312,3,TRUE
10891,현실NNG을JKO,직시NNG하XSV,현실NNG을JKO 직시NNG하XSV,8,2,2,TRUE
10901,화상NNG을JKO,입VV,화상NNG을JKO 입VV,2,72,2,TRUE
10902,형NNG들XSN을JKO,보VV,형NNG들XSN을JKO 보VV,3,1238,3,FALSE
10905,세상NNG을JKO,가지VV,세상NNG을JKO 가지VV,20,568,6,FALSE
10907,테러NNG을JKO,하VV,테러NNG을JKO 하VV,3,7312,2,TRUE
10923,볼링NNG을JKO,치VV,볼링NNG을JKO 치VV,3,84,2,TRUE
10947,신검NNG을JKO,받VV,신검NNG을JKO 받VV,3,426,3,TRUE
10952,면제NNG을JKO,받VV,면제NNG을JKO 받VV,2,426,2,TRUE
10961,예의NNG을JKO,다MAG하XSV,예의NNG을JKO 다MAG하XSV,3,16,2,FALSE
10964,남자NNG을JKO,보VV,남자NNG을JKO 보VV,26,1238,2,FALSE
10979,마음NNG을JKO,꿰뚫VV,마음NNG을JKO 꿰뚫VV,37,3,3,FALSE
10991,자체NNG을JKO,보VV,자체NNG을JKO 보VV,20,1238,2,FALSE
11009,결의NNG을JKO,하VV,결의NNG을JKO 하VV,2,7312,2,TRUE
11032,연애NNG을JKO,하VV,연애NNG을JKO 하VV,3,7312,3,TRUE
11037,충격NNG을JKO,받VV,충격NNG을JKO 받VV,10,426,5,TRUE
11042,우려NNG을JKO,하VV,우려NNG을JKO 하VV,2,7312,2,TRUE
11047,의미NNG을JKO,부여NNG하XSV,의미NNG을JKO 부여NNG하XSV,27,14,2,TRUE
11052,공유NNG을JKO,하VV,공유NNG을JKO 하VV,3,7312,2,TRUE
11079,레포트NNG을JKO,내VV,레포트NNG을JKO 내VV,2,178,2,FALSE
11088,생각NNG을JKO,쓰VV,생각NNG을JKO 쓰VV,656,509,2,FALSE
11090,인터넷NNG을JKO,통하VV,인터넷NNG을JKO 통하VV,18,243,4,FALSE
11117,인상NNG을JKO,찌푸리VV,인상NNG을JKO 찌푸리VV,8,2,2,TRUE
11119,출석NNG을JKO,부르VV,출석NNG을JKO 부르VV,6,49,3,TRUE
11129,뒤NNG을JKO,보VV,뒤NNG을JKO 보VV,9,1238,2,FALSE
11146,지랄NNG을JKO,하VV,지랄NNG을JKO 하VV,3,7312,3,TRUE
11154,소리NNG을JKO,줄이VV,소리NNG을JKO 줄이VV,64,26,2,FALSE
11161,의지NNG을JKO,가지VV,의지NNG을JKO 가지VV,8,568,3,FALSE
11163,핵NNG을JKO,만들VV,핵NNG을JKO 만들VV,22,344,6,FALSE
11170,대통령NNG을JKO,죽이VV,대통령NNG을JKO 죽이VV,7,21,2,FALSE
11178,시위NNG을JKO,하VV,시위NNG을JKO 하VV,4,7312,3,TRUE
11183,원칙NNG을JKO,지키VV,원칙NNG을JKO 지키VV,4,46,2,FALSE
11202,민족NNG을JKO,위하VV,민족NNG을JKO 위하VV,4,245,2,FALSE
11204,상태NNG을JKO,유지NNG하XSV,상태NNG을JKO 유지NNG하XSV,7,32,2,FALSE
11207,선NNG을JKO,긋VV,선NNG을JKO 긋VV,8,5,3,TRUE
11213,어필NNG을JKO,하VV,어필NNG을JKO 하VV,2,7312,2,TRUE
11216,여론몰이NNG을JKO,하VV,여론몰이NNG을JKO 하VV,2,7312,2,TRUE
11228,칼NNG을JKO,들VV,칼NNG을JKO 들VV,8,475,4,FALSE
11252,책NNG을JKO,팔VV,책NNG을JKO 팔VV,67,41,2,FALSE
11275,침NNG을JKO,흘리VV,침NNG을JKO 흘리VV,4,9,2,FALSE
11286,전도NNG을JKO,하VV,전도NNG을JKO 하VV,3,7312,2,TRUE
11300,예측NNG을JKO,하VV,예측NNG을JKO 하VV,6,7312,4,TRUE
11309,동아리NNG을JKO,하VV,동아리NNG을JKO 하VV,4,7312,3,FALSE
11324,카드NNG을JKO,꺼내VV,카드NNG을JKO 꺼내VV,8,15,2,FALSE
11330,대통령NNG을JKO,하VV,대통령NNG을JKO 하VV,7,7312,3,FALSE
11341,기계NNG을JKO,굴리VV,기계NNG을JKO 굴리VV,8,4,2,FALSE
11362,몫NNG을JKO,내VV,몫NNG을JKO 내VV,3,178,2,FALSE
11369,이빨NNG을JKO,닦VV,이빨NNG을JKO 닦VV,3,7,2,FALSE
11382,정보NNG을JKO,보VV,정보NNG을JKO 보VV,66,1238,2,FALSE
11386,소금NNG을JKO,치VV,소금NNG을JKO 치VV,6,84,5,FALSE
11414,육NR배NNG을JKO,곱하VV,육NR배NNG을JKO 곱하VV,2,8,2,FALSE
11417,이민NNG을JKO,가VV,이민NNG을JKO 가VV,6,336,3,TRUE
11422,시장NNG을JKO,보VV,시장NNG을JKO 보VV,7,1238,3,TRUE
11430,여유NNG을JKO,찾VV,여유NNG을JKO 찾VV,10,136,2,FALSE
11432,일NNG들XSN을JKO,하VV,일NNG들XSN을JKO 하VV,4,7312,2,FALSE
11449,구현NNG을JKO,하VV,구현NNG을JKO 하VV,3,7312,3,TRUE
11457,투어NNG을JKO,하VV,투어NNG을JKO 하VV,2,7312,2,FALSE
11465,영어NNG을JKO,하VV,영어NNG을JKO 하VV,30,7312,11,FALSE
11479,뉘앙스NNG을JKO,풍기VV,뉘앙스NNG을JKO 풍기VV,2,3,2,TRUE
11519,터치NNG을JKO,하VV,터치NNG을JKO 하VV,4,7312,3,TRUE
11543,대본NNG을JKO,쓰VV,대본NNG을JKO 쓰VV,3,509,2,FALSE
11593,건강NNG을JKO,챙기VV,건강NNG을JKO 챙기VV,5,9,2,TRUE
11610,논문NNG을JKO,내VV,논문NNG을JKO 내VV,24,178,4,FALSE
11616,정NNG을JKO,붙이VV,정NNG을JKO 붙이VV,7,49,2,TRUE
11617,정NNG을JKO,주VV,정NNG을JKO 주VV,7,324,3,TRUE
11631,의도NNG을JKO,파악NNG하XSV,의도NNG을JKO 파악NNG하XSV,7,9,2,FALSE
11659,명문대NNG을JKO,나오VV,명문대NNG을JKO 나오VV,4,41,3,FALSE
11663,가치NNG을JKO,가지VV,가치NNG을JKO 가지VV,9,568,2,FALSE
11668,실습NNG을JKO,나가VV,실습NNG을JKO 나가VV,4,27,2,FALSE
11689,중학교NNG을JKO,나오VV,중학교NNG을JKO 나오VV,2,41,2,FALSE
11695,학교NNG을JKO,세우VV,학교NNG을JKO 세우VV,47,67,2,FALSE
11734,풍물NNG을JKO,치VV,풍물NNG을JKO 치VV,5,84,2,FALSE
11752,조율NNG을JKO,하VV,조율NNG을JKO 하VV,2,7312,2,TRUE
11792,전통NNG을JKO,지키VV,전통NNG을JKO 지키VV,2,46,2,FALSE
11866,전쟁NNG을JKO,하VV,전쟁NNG을JKO 하VV,17,7312,9,FALSE
11964,억압NNG을JKO,받VV,억압NNG을JKO 받VV,5,426,3,TRUE
11965,고난NNG을JKO,극복NNG하XSV,고난NNG을JKO 극복NNG하XSV,7,13,2,TRUE
11969,도령NNG을JKO,만나VV,도령NNG을JKO 만나VV,2,108,2,FALSE
11973,인물NNG을JKO,만나VV,인물NNG을JKO 만나VV,4,108,2,FALSE
11976,아버지NNG을JKO,초월NNG하XSV,아버지NNG을JKO 초월NNG하XSV,7,6,3,FALSE
11982,얘기NNG을JKO,만들VV,얘기NNG을JKO 만들VV,990,344,2,FALSE
11984,전쟁NNG을JKO,일으키VV,전쟁NNG을JKO 일으키VV,17,26,2,FALSE
11986,애NNG을JKO,가지VV,애NNG을JKO 가지VV,41,568,4,FALSE
11995,제기NNG을JKO,하VV,제기NNG을JKO 하VV,9,7312,8,TRUE
11996,초점NNG을JKO,두VV,초점NNG을JKO 두VV,13,74,4,TRUE
12016,상NNG을JKO,받VV,상NNG을JKO 받VV,9,426,2,FALSE
12027,동생NNG을JKO,내치VV,동생NNG을JKO 내치VV,4,2,2,FALSE
12043,어머니NNG을JKO,모시VV,어머니NNG을JKO 모시VV,7,13,2,FALSE
12047,분리NNG을JKO,하VV,분리NNG을JKO 하VV,7,7312,4,TRUE
12062,문학NNG을JKO,보VV,문학NNG을JKO 보VV,5,1238,2,FALSE
12068,욕구NNG을JKO,충족NNG시키XSV,욕구NNG을JKO 충족NNG시키XSV,7,6,4,FALSE
12073,여유NNG을JKO,주VV,여유NNG을JKO 주VV,10,324,2,FALSE
12089,만족NNG을JKO,하VV,만족NNG을JKO 하VV,7,7312,2,TRUE
12098,도술NNG을JKO,배우VV,도술NNG을JKO 배우VV,4,106,3,FALSE
12104,이름NNG을JKO,알키VV,이름NNG을JKO 알키VV,55,3,2,FALSE
12115,해결책NNG을JKO,제시NNG하XSV,해결책NNG을JKO 제시NNG하XSV,6,28,3,FALSE
12136,능력NNG을JKO,발휘NNG하XSV,능력NNG을JKO 발휘NNG하XSV,23,11,2,TRUE
12159,테레비NNG을JKO,보VV,테레비NNG을JKO 보VV,2,1238,2,FALSE
12160,조NNG모임NNG을JKO,하VV,조NNG모임NNG을JKO 하VV,3,7312,3,FALSE
12163,마무리NNG을JKO,하VV,마무리NNG을JKO 하VV,6,7312,3,TRUE
12164,만화책NNG을JKO,보VV,만화책NNG을JKO 보VV,4,1238,3,FALSE
12168,공주NNG을JKO,위하VV,공주NNG을JKO 위하VV,4,245,2,FALSE
12217,음악NNG을JKO,듣VV,음악NNG을JKO 듣VV,7,268,3,FALSE
12222,카피NNG을JKO,뜨VV,카피NNG을JKO 뜨VV,3,16,3,TRUE
12226,초기NNG화XSN을JKO,시키VV,초기NNG화XSN을JKO 시키VV,2,200,2,TRUE
12232,바NNG을JKO,깔VV,바NNG을JKO 깔VV,7,19,6,FALSE
12237,신호NNG을JKO,깔VV,신호NNG을JKO 깔VV,9,19,2,FALSE
12241,코드NNG을JKO,깔VV,코드NNG을JKO 깔VV,7,19,2,FALSE
12242,방법NNG을JKO,알리VV,방법NNG을JKO 알리VV,47,27,2,FALSE
12247,셋NNG을JKO,누르VV,셋NNG을JKO 누르VV,2,43,2,FALSE
12260,포맷NNG을JKO,시키VV,포맷NNG을JKO 시키VV,3,200,2,FALSE
12276,프리뷰NNG을JKO,누르VV,프리뷰NNG을JKO 누르VV,3,43,2,FALSE
12282,프리NNG을JKO,가VV,프리NNG을JKO 가VV,2,336,2,FALSE
12294,레벨NNG을JKO,맞추VV,레벨NNG을JKO 맞추VV,3,49,2,FALSE
12316,인써트NNG을JKO,하VV,인써트NNG을JKO 하VV,3,7312,2,TRUE
12319,실습NNG을JKO,하VV,실습NNG을JKO 하VV,4,7312,2,TRUE
12320,가편NNG을JKO,하VV,가편NNG을JKO 하VV,8,7312,7,TRUE
12349,목표NNG을JKO,달성NNG하XSV,목표NNG을JKO 달성NNG하XSV,14,3,2,TRUE
12350,방법NNG을JKO,사용NNG하XSV,방법NNG을JKO 사용NNG하XSV,47,106,5,FALSE
12355,지도안NNG을JKO,분석NNG하XSV,지도안NNG을JKO 분석NNG하XSV,4,16,2,FALSE
12356,방안NNG을JKO,찾VV,방안NNG을JKO 찾VV,5,136,2,FALSE
12365,활동NNG들XSN을JKO,하VV,활동NNG들XSN을JKO 하VV,2,7312,2,TRUE
12425,장학NNG을JKO,하VV,장학NNG을JKO 하VV,3,7312,2,FALSE
12430,목표NNG을JKO,설정NNG하XSV,목표NNG을JKO 설정NNG하XSV,14,13,2,TRUE
12432,수업NNG을JKO,진행NNG하XSV,수업NNG을JKO 진행NNG하XSV,66,11,3,FALSE
12453,항목NNG을JKO,바꾸VV,항목NNG을JKO 바꾸VV,3,53,2,FALSE
12472,구조NNG을JKO,배우VV,구조NNG을JKO 배우VV,25,106,2,FALSE
12499,아들딸NNG을JKO,갖VV,아들딸NNG을JKO 갖VV,3,306,2,FALSE
12515,점검NNG을JKO,하VV,점검NNG을JKO 하VV,3,7312,3,TRUE
12522,자체NNG을JKO,모르VV,자체NNG을JKO 모르VV,20,111,2,FALSE
12529,관심NNG을JKO,보이VV,관심NNG을JKO 보이VV,45,164,2,FALSE
12551,세상NNG을JKO,보VV,세상NNG을JKO 보VV,20,1238,3,FALSE
12575,불NNG을JKO,때VV,불NNG을JKO 때VV,16,8,2,TRUE
12599,위기NNG을JKO,맞VV,위기NNG을JKO 맞VV,7,24,3,FALSE
12602,이때NNG을JKO,위하VV,이때NNG을JKO 위하VV,3,245,2,FALSE
12605,민족NNG을JKO,구원NNG하XSV,민족NNG을JKO 구원NNG하XSV,4,3,2,FALSE
12608,사명NNG을JKO,가지VV,사명NNG을JKO 가지VV,3,568,2,FALSE
12610,사회NNG을JKO,위하VV,사회NNG을JKO 위하VV,23,245,3,FALSE
12785,언어NNG을JKO,말NNG하XSV,언어NNG을JKO 말NNG하XSV,65,105,2,FALSE
12787,연구NNG들XSN을JKO,하VV,연구NNG들XSN을JKO 하VV,2,7312,2,FALSE
12790,언어NNG을JKO,이해NNG하XSV,언어NNG을JKO 이해NNG하XSV,65,48,3,FALSE
12810,단계NNG을JKO,하VV,단계NNG을JKO 하VV,11,7312,2,FALSE
12813,입술NNG을JKO,오므리VV,입술NNG을JKO 오므리VV,2,3,2,FALSE
12823,분리NNG을JKO,시키VV,분리NNG을JKO 시키VV,7,200,3,TRUE
12842,치료NNG을JKO,하VV,치료NNG을JKO 하VV,38,7312,29,TRUE
12849,환자NNG을JKO,보VV,환자NNG을JKO 보VV,6,1238,3,TRUE
12863,엑스레이NNG을JKO,찍VV,엑스레이NNG을JKO 찍VV,3,60,3,FALSE
12878,경기NNG을JKO,하VV,경기NNG을JKO 하VV,29,7312,12,FALSE
12887,환자NNG들XSN을JKO,보VV,환자NNG들XSN을JKO 보VV,5,1238,2,FALSE
12900,프로그래밍NNG을JKO,하VV,프로그래밍NNG을JKO 하VV,6,7312,4,TRUE
12905,말NNG을JKO,이해NNG하XSV,말NNG을JKO 이해NNG하XSV,480,48,3,FALSE
12922,주사NNG을JKO,놓VV,주사NNG을JKO 놓VV,5,39,2,TRUE
12925,발달NNG을JKO,보VV,발달NNG을JKO 보VV,8,1238,2,FALSE
12971,증거NNG을JKO,대VV,증거NNG을JKO 대VV,2,27,2,TRUE
12991,진단NNG을JKO,하VV,진단NNG을JKO 하VV,9,7312,8,TRUE
13000,단어NNG을JKO,조합NNG하XSV,단어NNG을JKO 조합NNG하XSV,31,4,2,FALSE
13004,비유NNG을JKO,하VV,비유NNG을JKO 하VV,4,7312,2,TRUE
13023,치료NNG을JKO,받VV,치료NNG을JKO 받VV,38,426,6,TRUE
13026,랭귀지NNG을JKO,하VV,랭귀지NNG을JKO 하VV,4,7312,2,FALSE
13027,소지NNG을JKO,가지VV,소지NNG을JKO 가지VV,3,568,3,FALSE
13047,이름NNG을JKO,바꾸VV,이름NNG을JKO 바꾸VV,55,53,5,FALSE
13049,복직NNG을JKO,하VV,복직NNG을JKO 하VV,3,7312,2,TRUE
13067,외국어NNG을JKO,하VV,외국어NNG을JKO 하VV,8,7312,3,FALSE
13090,위안NNG을JKO,주VV,위안NNG을JKO 주VV,5,324,2,FALSE
13122,지식NNG을JKO,얻VV,지식NNG을JKO 얻VV,18,60,3,FALSE
13124,조언NNG을JKO,하VV,조언NNG을JKO 하VV,6,7312,4,TRUE
13131,매개체NNG을JKO,통하VV,매개체NNG을JKO 통하VV,2,243,2,FALSE
13134,내이NNG을JKO,통하VV,내이NNG을JKO 통하VV,4,243,3,FALSE
13148,보이스NNG을JKO,보이VV,보이스NNG을JKO 보이VV,2,164,2,FALSE
13172,호의NNG을JKO,가지VV,호의NNG을JKO 가지VV,4,568,2,FALSE
13179,인지NNG을JKO,하VV,인지NNG을JKO 하VV,6,7312,4,TRUE
13182,목소리NNG을JKO,듣VV,목소리NNG을JKO 듣VV,19,268,3,FALSE
13187,음성학NNG을JKO,하VV,음성학NNG을JKO 하VV,2,7312,2,FALSE
13192,매져NNG을JKO,하VV,매져NNG을JKO 하VV,3,7312,3,FALSE
13196,리프로덕션NNG을JKO,하VV,리프로덕션NNG을JKO 하VV,2,7312,2,TRUE
13199,기계NNG을JKO,만들VV,기계NNG을JKO 만들VV,8,344,2,FALSE
13206,정보NNG을JKO,쭐이VV,정보NNG을JKO 쭐이VV,66,8,2,FALSE
13207,정보NNG을JKO,줄이VV,정보NNG을JKO 줄이VV,66,26,2,FALSE
13220,얼굴NNG을JKO,보VV,얼굴NNG을JKO 보VV,23,1238,4,FALSE
13225,정보NNG량XSN을JKO,표현NNG하XSV,정보NNG량XSN을JKO 표현NNG하XSV,6,33,2,FALSE
13235,한글NNG을JKO,만들VV,한글NNG을JKO 만들VV,9,344,2,FALSE
13236,정보NNG량XSN을JKO,따지VV,정보NNG량XSN을JKO 따지VV,6,20,2,FALSE
13253,정보NNG을JKO,쓰VV,정보NNG을JKO 쓰VV,66,509,3,FALSE
13262,세이브NNG을JKO,시키VV,세이브NNG을JKO 시키VV,2,200,2,TRUE
13281,파형NNG을JKO,보VV,파형NNG을JKO 보VV,5,1238,2,FALSE
13282,파형NNG을JKO,갖VV,파형NNG을JKO 갖VV,5,306,2,FALSE
13291,어널라이징NNG을JKO,하VV,어널라이징NNG을JKO 하VV,4,7312,4,TRUE
13316,위치NNG을JKO,하VV,위치NNG을JKO 하VV,14,7312,2,TRUE
13320,관계NNG을JKO,짓VV,관계NNG을JKO 짓VV,65,29,2,TRUE
13335,돈NNG을JKO,쏟VV,돈NNG을JKO 쏟VV,107,4,2,FALSE
13341,값NNG을JKO,가지VV,값NNG을JKO 가지VV,16,568,2,FALSE
13345,펀드NNG을JKO,주VV,펀드NNG을JKO 주VV,3,324,2,FALSE
13370,글씨NNG을JKO,쓰VV,글씨NNG을JKO 쓰VV,8,509,6,FALSE
13372,특징NNG을JKO,잡VV,특징NNG을JKO 잡VV,32,112,2,FALSE
13385,패턴NNG을JKO,정하VV,패턴NNG을JKO 정하VV,10,35,2,FALSE
13389,관계NNG을JKO,가지VV,관계NNG을JKO 가지VV,65,568,3,FALSE
13390,특징NNG을JKO,찾VV,특징NNG을JKO 찾VV,32,136,4,FALSE
13392,특징NNG을JKO,가지VV,특징NNG을JKO 가지VV,32,568,14,FALSE
13427,중이NNG을JKO,거치VV,중이NNG을JKO 거치VV,3,25,2,FALSE
13430,물NNG을JKO,갖VV,물NNG을JKO 갖VV,29,306,2,FALSE
13431,신호NNG을JKO,주VV,신호NNG을JKO 주VV,9,324,2,FALSE
13438,바울NNG을JKO,표현NNG하XSV,바울NNG을JKO 표현NNG하XSV,3,33,2,FALSE
13458,발달NNG을JKO,하VV,발달NNG을JKO 하VV,8,7312,6,TRUE
13482,차NNG을JKO,주VV,차NNG을JKO 주VV,44,324,2,FALSE
13486,어널라이즈NNG을JKO,하VV,어널라이즈NNG을JKO 하VV,3,7312,3,TRUE
13539,스크립트NNG을JKO,하VV,스크립트NNG을JKO 하VV,2,7312,2,TRUE
13547,중심NNG을JKO,두VV,중심NNG을JKO 두VV,5,74,2,FALSE
13561,합성NNG을JKO,하VV,합성NNG을JKO 하VV,2,7312,2,TRUE
13587,개념NNG을JKO,가지VV,개념NNG을JKO 가지VV,23,568,2,FALSE
13598,과제NNG을JKO,하VV,과제NNG을JKO 하VV,6,7312,2,TRUE
13607,출시NNG을JKO,하VV,출시NNG을JKO 하VV,2,7312,2,TRUE
13614,점NNG을JKO,치VV,점NNG을JKO 치VV,29,84,3,TRUE
13616,데모NNG을JKO,보이VV,데모NNG을JKO 보이VV,10,164,8,FALSE
13625,핸드폰NNG을JKO,바꾸VV,핸드폰NNG을JKO 바꾸VV,7,53,2,FALSE
13643,볼륨NNG을JKO,올리VV,볼륨NNG을JKO 올리VV,5,47,2,FALSE
13645,통화NNG을JKO,원NNG하XSV,통화NNG을JKO 원NNG하XSV,7,22,2,FALSE
13648,성명NNG을JKO,말씀NNG하XSV,성명NNG을JKO 말씀NNG하XSV,3,14,2,FALSE
13649,별표NNG을JKO,누르VV,별표NNG을JKO 누르VV,7,43,7,FALSE
13692,질문NNG을JKO,가지VV,질문NNG을JKO 가지VV,44,568,2,FALSE
13715,자리NNG을JKO,누르VV,자리NNG을JKO 누르VV,37,43,3,FALSE
13722,출발역NNG을JKO,입력NNG하XSV,출발역NNG을JKO 입력NNG하XSV,4,10,2,FALSE
13746,모델NNG을JKO,만들VV,모델NNG을JKO 만들VV,10,344,3,FALSE
13752,점NNG을JKO,지나VV,점NNG을JKO 지나VV,29,11,2,FALSE
13759,출발역NNG을JKO,말씀NNG하XSV,출발역NNG을JKO 말씀NNG하XSV,4,14,2,FALSE
13766,요약NNG을JKO,하VV,요약NNG을JKO 하VV,3,7312,2,TRUE
13776,트랜스크립션NNG을JKO,하VV,트랜스크립션NNG을JKO 하VV,3,7312,3,TRUE
13778,목소리NNG을JKO,하VV,목소리NNG을JKO 하VV,19,7312,2,FALSE
13779,훈련NNG을JKO,시키VV,훈련NNG을JKO 시키VV,23,200,7,TRUE
13826,다운로드NNG을JKO,받VV,다운로드NNG을JKO 받VV,4,426,4,TRUE
13852,언어NNG을JKO,쓰VV,언어NNG을JKO 쓰VV,65,509,3,FALSE
13853,방언NNG을JKO,쓰VV,방언NNG을JKO 쓰VV,10,509,2,FALSE
13867,변종NNG을JKO,사용NNG하XSV,변종NNG을JKO 사용NNG하XSV,2,106,2,FALSE
13877,분포NNG을JKO,표시NNG하XSV,분포NNG을JKO 표시NNG하XSV,15,18,2,FALSE
13881,모양NNG을JKO,보VV,모양NNG을JKO 보VV,7,1238,2,FALSE
13888,지도NNG을JKO,만들VV,지도NNG을JKO 만들VV,12,344,2,FALSE
13891,티비NNG을JKO,보VV,티비NNG을JKO 보VV,7,1238,4,FALSE
13894,이동NNG을JKO,하VV,이동NNG을JKO 하VV,7,7312,5,TRUE
13915,방문NNG을JKO,하VV,방문NNG을JKO 하VV,3,7312,2,TRUE
13941,언어NNG을JKO,가지VV,언어NNG을JKO 가지VV,65,568,3,FALSE
13946,영향NNG을JKO,끼치VV,영향NNG을JKO 끼치VV,74,3,3,TRUE
13953,형성NNG을JKO,하VV,형성NNG을JKO 하VV,6,7312,2,TRUE
14069,엠티NNG을JKO,가VV,엠티NNG을JKO 가VV,3,336,3,FALSE
14075,어휘NNG을JKO,사용NNG하XSV,어휘NNG을JKO 사용NNG하XSV,5,106,2,FALSE
14124,꼬랑지NNG을JKO,붙이VV,꼬랑지NNG을JKO 붙이VV,2,49,2,FALSE
14139,말NNG을JKO,분석NNG하XSV,말NNG을JKO 분석NNG하XSV,480,16,2,FALSE
14144,사전NNG을JKO,찾VV,사전NNG을JKO 찾VV,5,136,2,TRUE
14146,말NNG을JKO,만들VV,말NNG을JKO 만들VV,480,344,5,FALSE
14171,발음NNG을JKO,가지VV,발음NNG을JKO 가지VV,24,568,3,FALSE
14177,얘기NNG을JKO,꺼내VV,얘기NNG을JKO 꺼내VV,990,15,2,FALSE
14201,단어NNG을JKO,만들VV,단어NNG을JKO 만들VV,31,344,6,FALSE
14203,뜻NNG을JKO,더MAG하XSV,뜻NNG을JKO 더MAG하XSV,17,12,3,FALSE
14212,접두사NNG을JKO,붙이VV,접두사NNG을JKO 붙이VV,3,49,2,FALSE
14213,접미사NNG을JKO,붙이VV,접미사NNG을JKO 붙이VV,5,49,3,FALSE
14219,대부분NNG을JKO,차지NNG하XSV,대부분NNG을JKO 차지NNG하XSV,2,25,2,FALSE
14223,문장NNG을JKO,연결NNG하XSV,문장NNG을JKO 연결NNG하XSV,20,11,3,FALSE
14285,연상NNG을JKO,하VV,연상NNG을JKO 하VV,2,7312,2,TRUE
14288,사전NNG을JKO,보VV,사전NNG을JKO 보VV,5,1238,2,FALSE
14294,말NNG을JKO,알VV,말NNG을JKO 알VV,480,285,2,FALSE
14304,한문NNG을JKO,가르치VV,한문NNG을JKO 가르치VV,2,36,2,FALSE
14307,차이NNG을JKO,알VV,차이NNG을JKO 알VV,24,285,2,FALSE
14312,얼굴NNG을JKO,찡그리VV,얼굴NNG을JKO 찡그리VV,23,2,2,TRUE
14345,페이지NNG을JKO,읽VV,페이지NNG을JKO 읽VV,10,75,2,FALSE
14393,확신NNG을JKO,갖VV,확신NNG을JKO 갖VV,3,306,2,TRUE
14395,노력NNG을JKO,통하VV,노력NNG을JKO 통하VV,39,243,2,FALSE
14404,고리NNG을JKO,물VV,고리NNG을JKO 물VV,3,8,2,FALSE
14412,실마리NNG을JKO,풀VV,실마리NNG을JKO 풀VV,2,33,2,TRUE
14415,소변NNG을JKO,보VV,소변NNG을JKO 보VV,2,1238,2,TRUE
14416,걸음NNG을JKO,멈추VV,걸음NNG을JKO 멈추VV,2,4,2,FALSE
14420,고향NNG을JKO,발견NNG하XSV,고향NNG을JKO 발견NNG하XSV,5,21,5,FALSE
14436,풀이NNG을JKO,하VV,풀이NNG을JKO 하VV,2,7312,2,TRUE
14451,꽃송이NNG을JKO,따VV,꽃송이NNG을JKO 따VV,2,26,2,FALSE
14490,어질머리NNG을JKO,풀VV,어질머리NNG을JKO 풀VV,9,33,5,FALSE
14506,수필NNG들XSN을JKO,모으VV,수필NNG들XSN을JKO 모으VV,2,34,2,FALSE
14543,특강NNG을JKO,하VV,특강NNG을JKO 하VV,8,7312,7,TRUE
14589,단체NNG을JKO,통하VV,단체NNG을JKO 통하VV,11,243,2,FALSE
14594,단체NNG을JKO,만들VV,단체NNG을JKO 만들VV,11,344,2,FALSE
14605,경영NNG을JKO,하VV,경영NNG을JKO 하VV,5,7312,2,TRUE
14644,검토NNG을JKO,하VV,검토NNG을JKO 하VV,3,7312,2,TRUE
14669,이슈NNG을JKO,발견NNG하XSV,이슈NNG을JKO 발견NNG하XSV,5,21,2,FALSE
14683,사람NNG을JKO,생각NNG하XSV,사람NNG을JKO 생각NNG하XSV,98,101,2,FALSE
14688,돈NNG을JKO,대VV,돈NNG을JKO 대VV,107,27,2,FALSE
14711,캠페인NNG을JKO,하VV,캠페인NNG을JKO 하VV,3,7312,3,TRUE
14720,시민NNG을JKO,위하VV,시민NNG을JKO 위하VV,4,245,2,FALSE
14724,이익NNG을JKO,대변NNG하XSV,이익NNG을JKO 대변NNG하XSV,7,8,2,FALSE
14778,시각NNG을JKO,가지VV,시각NNG을JKO 가지VV,6,568,3,FALSE
14787,애기NNG을JKO,하VV,애기NNG을JKO 하VV,10,7312,3,TRUE
